player_id,player_name,role,games,wins,win_rate,avg_performance,avg_dpm,avg_csm,avg_kp_pct,avg_kda_index,avg_kills,avg_deaths,avg_assists,avg_kill_share,avg_dpm_share,avg_teammate_perf,avg_perf_diff_vs_role_opp
1629,Chovy,MID,116,87,0.75,0.5105496212600987,772.1810344827586,9.41293103448276,67.7551724137931,1.4673056128598387,3.793103448275862,2.043103448275862,7.508620689655173,0.22774218336279842,0.2715798114105932,0.24158875643545955,0.8566228482479812
685,Ruler,ADC,116,87,0.75,0.34129456321569773,785.1465517241379,9.900862068965518,69.62413793103448,1.5006534106617955,5.827586206896552,1.9224137931034482,5.844827586206897,0.33870262142955193,0.276097490763488,0.2839025209465598,0.604719838823762
1258,Keria,SUPPORT,108,66,0.6111111111111112,0.33464708674138094,247.2685185185185,1.0731481481481482,75.84351851851852,1.20953329342674,0.8425925925925926,2.8333333333333335,11.324074074074074,0.04961202056355038,0.08912439422482805,0.13193434811357502,0.49690662389088863
3741,Oner,JUNGLE,108,66,0.6111111111111112,0.33249398200961267,494.01851851851853,6.888888888888889,74.04907407407407,1.254364040845539,3.9074074074074074,2.5833333333333335,7.814814814814815,0.2514642327008458,0.17595528211568154,0.13247262429651704,0.5497153327083771
1909,Canyon,JUNGLE,116,87,0.75,0.2941771722503067,460.30172413793105,6.931034482758621,69.59568965517242,1.37391759555516,3.1120689655172415,2.2758620689655173,8.46551724137931,0.18600651243376126,0.1585519142594619,0.2956818686879075,0.608972926795033
1115,Kiin,TOP,116,87,0.75,0.26680576412956375,637.1810344827586,7.918103448275862,59.408620689655166,1.13379873982695,3.2155172413793105,2.5689655172413794,6.577586206896552,0.20239826049339923,0.22272604673281954,0.3025247207180933,0.6304553264670061
1328,Aiming,ADC,116,65,0.5603448275862069,0.2526661169156101,731.75,9.73189655172414,73.7103448275862,1.5168607404766066,4.560344827586207,1.706896551724138,6.474137931034483,0.3105822517467166,0.279237369957817,0.04970862390073378,0.2996132880855459
3411,Delight,SUPPORT,113,74,0.6548672566371682,0.24474104056512572,206.01769911504425,1.2460176991150445,75.2,1.215556524293051,0.8938053097345132,3.150442477876106,11.504424778761061,0.054151210715082554,0.07625806913829947,0.11099087669384824,0.38804780279926687
1228,Viper,ADC,113,74,0.6548672566371682,0.23412803114127834,782.1592920353983,9.549557522123893,69.80088495575221,1.4880799888858174,5.433628318584071,2.017699115044248,6.336283185840708,0.3156114574920717,0.28787886155691056,0.11364412904981011,0.43360856548383014
3658,Zeus,TOP,113,74,0.6548672566371682,0.16006010762374817,627.9203539823009,7.975221238938054,58.96725663716814,0.9507985506208383,3.4601769911504423,3.079646017699115,6.265486725663717,0.2227876768357879,0.230057854218081,0.13216110992919264,0.4170795572903804
4940,Smash,ADC,24,15,0.625,0.15075655056533274,698.4583333333334,9.7125,71.15416666666667,1.4491865225847362,5.541666666666667,1.9166666666666667,5.666666666666667,0.36682106854572866,0.25523273522695916,0.1563223980618078,0.4361070364733799
2645,Croco,JUNGLE,55,24,0.43636363636363634,0.12978464558991995,448.6363636363636,6.8945454545454545,75.40545454545455,1.026795035142458,3.2,3.0727272727272728,7.036363636363636,0.22856223755604563,0.17365217632918173,-0.044560861173538656,0.013835335650993395
3247,Gumayusi,ADC,84,51,0.6071428571428571,0.1255614239020843,748.7380952380952,9.695238095238095,69.33095238095238,1.27462008779635,4.738095238095238,2.369047619047619,6.416666666666667,0.2952838882025435,0.2679238598007861,0.19037278785076467,0.2585872505500902
2184,BeryL,SUPPORT,116,65,0.5603448275862069,0.12217815069355303,226.7844827586207,1.2120689655172414,70.76379310344828,0.8688318941033328,0.7327586206896551,3.7327586206896552,9.905172413793103,0.05302693843180622,0.08771434791141554,0.08233061545624806,0.19643698980198
1242,Doran,TOP,108,66,0.6111111111111112,0.09802223536793263,622.8518518518518,8.031481481481482,57.275,0.8356633860535622,3.111111111111111,3.2685185185185186,5.851851851851852,0.20434731004737952,0.22478417325138644,0.19109056095693708,0.1832688881757212
2761,Vital,ADC,4,1,0.25,0.08322583796479188,743.5,9.175,83.875,0.9505520348552349,2.25,1.75,3.5,0.3125,0.33460387813153447,-0.31107887108805865,-0.29050038230958
983,Cuzz,JUNGLE,104,47,0.4519230769230769,0.08017630163581314,443.1923076923077,6.592307692307693,74.71153846153847,1.0900225819202267,3.1538461538461537,2.7403846153846154,7.403846153846154,0.22354042686511008,0.17705054497749304,-0.147330624112192,0.21496675456925837
2906,Zeka,MID,113,74,0.6548672566371682,0.07860998892317951,685.1858407079646,8.717699115044248,63.753097345132744,1.2863654303913827,3.9292035398230087,2.3451327433628317,6.699115044247788,0.2381148521997468,0.2533157719048973,0.1525236396043348,0.2267384901618999
4259,Duro,SUPPORT,116,87,0.75,0.06407752614626996,202.91379310344828,0.8137931034482759,74.91637931034482,1.3036217295269366,0.7586206896551724,2.7758620689655173,11.767241379310345,0.04515042228048921,0.07104473683363738,0.3532067802139167,0.32874839614032614
5392,Siwoo,TOP,116,65,0.5603448275862069,0.0581632685095683,595.7758620689655,7.947413793103448,55.86551724137931,0.8989147832583629,2.7844827586206895,2.7844827586206895,5.310344827586207,0.19034709511491726,0.2275600975425042,0.09833433600224423,0.18921053206801736
5394,Quantum,SUPPORT,8,2,0.25,0.05624795456983858,247.125,1.0,78.15,0.6972166531174773,0.625,4.0,8.75,0.06566985645933014,0.08905970632440782,-0.11570675273508402,-0.2711573642549057
3195,Clozer,MID,92,36,0.391304347826087,0.05010082313232091,635.0326086956521,9.127173913043478,69.60978260869565,1.0852814087307068,2.9782608695652173,2.347826086956522,6.206521739130435,0.24683323197793516,0.2570091377946111,-0.08178201980252064,0.04822998591752985
4943,Diable,ADC,96,40,0.4166666666666667,0.036669207479742026,743.96875,9.594791666666667,72.91250000000001,1.1139421991620129,4.979166666666667,2.6979166666666665,5.427083333333333,0.3549801037637452,0.2736618024293367,-0.12974530552540886,0.20062327562697277
