"game_block_id","Game","Duration","player_id","player_name","role","Champion","Result","KDA","CSM","DPM","KP%"
"21","BNK FearX vs GEN","29:11","1629","Chovy","MID","Sylas","Victory","=""6/2/11""","7.1","681","77.3%"
"21","BNK FearX vs GEN","29:11","3421","Clear","TOP","Jayce","Defeat","=""1/6/3""","8.1","416","40%"
"21","BNK FearX vs GEN","29:11","4943","Diable","ADC","Jinx","Defeat","=""3/3/7""","9.4","626","100%"
"21","BNK FearX vs GEN","29:11","4259","Duro","SUPPORT","Rell","Victory","=""2/3/18""","0.5","176","90.9%"
"21","BNK FearX vs GEN","29:11","1971","Kellin","SUPPORT","Tahm Kench","Defeat","=""0/3/9""","0.9","225","90%"
"21","BNK FearX vs GEN","29:11","1115","Kiin","TOP","Ambessa","Victory","=""7/1/6""","8.6","770","59.1%"
"21","BNK FearX vs GEN","29:11","4233","Raptor","JUNGLE","Wukong","Defeat","=""4/5/6""","5.8","512","100%"
"21","BNK FearX vs GEN","29:11","685","Ruler","ADC","Miss Fortune","Victory","=""3/2/8""","9.3","863","50%"
"21","BNK FearX vs GEN","29:11","3326","Vicla","MID","Galio","Defeat","=""2/5/7""","6.8","851","90%"
"22","BNK FearX vs GEN","40:05","1909","Canyon","JUNGLE","Nidalee","Victory","=""4/2/12""","6.7","629","72.7%"
"22","BNK FearX vs GEN","40:05","1629","Chovy","MID","Yone","Victory","=""6/4/7""","8.5","1106","59.1%"
"22","BNK FearX vs GEN","40:05","3421","Clear","TOP","KSante","Defeat","=""0/6/13""","4.8","262","52%"
"22","BNK FearX vs GEN","40:05","4943","Diable","ADC","Ezreal","Defeat","=""8/2/10""","9.5","1117","72%"
"22","BNK FearX vs GEN","40:05","4259","Duro","SUPPORT","Leona","Victory","=""1/8/14""","0.6","206","68.2%"
"22","BNK FearX vs GEN","40:05","1971","Kellin","SUPPORT","Alistar","Defeat","=""1/4/22""","0.8","286","92%"
"22","BNK FearX vs GEN","40:05","1115","Kiin","TOP","Aurora","Victory","=""7/5/8""","6.8","1027","68.2%"
"22","BNK FearX vs GEN","40:05","4233","Raptor","JUNGLE","Zyra","Defeat","=""9/4/8""","5.6","991","68%"
"22","BNK FearX vs GEN","40:05","685","Ruler","ADC","Varus","Victory","=""4/6/13""","8.0","990","77.3%"
"22","BNK FearX vs GEN","40:05","3326","Vicla","MID","Corki","Defeat","=""7/6/9""","7.7","1308","64%"
