game_block_id,game_id,Date,Tournament,Game,player_id,player_name,role,Champion,Result,Duration,kills,cs,golds,vision_score,total_heals_on_teammates,damage_self_mitigated,total_damage_to_champion,kills_minus_role_mean,kills_role_z,cs_minus_role_mean,cs_role_z,golds_minus_role_mean,golds_role_z,vision_score_minus_role_mean,vision_score_role_z,total_heals_on_teammates_minus_role_mean,total_heals_on_teammates_role_z,damage_self_mitigated_minus_role_mean,damage_self_mitigated_role_z,total_damage_to_champion_minus_role_mean,total_damage_to_champion_role_z
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,4755,Jiwoo,ADC,Ezreal,Defeat,34:33,3.0,264,12240,25,0,11049,21521,-1.5567567567567568,-0.47664555705361783,-41.252252252252276,-0.6973272168671795,-2078.943243243244,-0.6776308459766834,-13.584684684684682,-1.0271159257491054,-137.82882882882882,-0.15047986433683758,167.21081081081138,0.03538295851878242,-2021.2333333333336,-0.21634094733688417
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3327,GIDEON,JUNGLE,Nidalee,Defeat,34:33,2.0,221,11361,57,6114,28420,13204,-1.0387387387387386,-0.4260097664930645,12.99099099099098,0.3565093943959705,-336.1729729729723,-0.15200753569945025,5.243243243243242,0.3382184955711715,5844.610810810811,4.367647429651397,-6509.846846846849,-0.4409823667417776,-802.3513513513517,-0.1376804972676035
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,4796,Fisher,MID,Corki,Defeat,34:33,1.0,323,13707,42,0,17587,31993,-2.2864864864864867,-0.9086073661922595,41.21711711711714,0.8268833131581761,503.58738738738793,0.19049854827336202,5.332432432432434,0.4378961385536139,-41.88558558558559,-0.12406241144113062,812.0765765765755,0.080977507552294,10305.783783783783,1.339251256446336
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,738,Lehends,SUPPORT,Blitzcrank,Defeat,34:33,1.0,33,7710,119,490,17448,5240,0.26126126126126126,0.2590246857282038,-0.028828828828828534,-0.0025849506871114657,-263.6126126126128,-0.1844844300984514,4.071171171171173,0.14846074851244537,-1570.3837837837837,-0.6119620644118121,-420.4252252252263,-0.04314611910280822,-1589.6693693693696,-0.5286755863791736
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,1229,kingen,TOP,Sion,Defeat,34:33,3.0,273,12594,42,0,79415,14767,0.21621621621621623,0.09698290140875966,20.553153153153147,0.45954328143375295,215.6495495495492,0.08732197898746005,8.117117117117118,0.6983915228392551,-18.154954954954956,-0.09998910748651571,47786.53243243243,2.4416642167669305,-4711.292792792792,-0.6484148868982649
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3322,Berserker,ADC,Ashe,Victory,34:33,4.0,298,14669,59,0,15283,28839,-0.5567567567567568,-0.17046698741848137,-7.252252252252276,-0.12259192172484845,350.05675675675593,0.11410088129721023,20.41531531531532,1.5435688038597044,-137.82882882882882,-0.15047986433683758,4401.210810810811,0.9313265021334778,5296.766666666666,0.5669348014359697
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,2664,Pyosik,JUNGLE,Ivern,Victory,34:33,0.0,178,11195,50,7165,5692,10188,-3.0387387387387386,-1.24625406971475,-30.00900900900902,-0.8235317564028982,-502.1729729729723,-0.2270678556976836,-1.756756756756758,-0.11332062995941324,6895.610810810811,5.153054293710289,-29237.84684684685,-1.9805957350903363,-3818.3513513513517,-0.6552148406194547
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3974,Bulldog,MID,Smolder,Victory,34:33,8.0,331,15713,41,0,13586,36356,4.713513513513513,1.8730629392899532,49.21711711711714,0.987376500647949,2509.587387387388,0.9493342487044382,4.332432432432434,0.3557767410549636,-41.88558558558559,-0.12406241144113062,-3188.9234234234245,-0.31798857158590577,14668.783783783783,1.9062293101747292
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,1906,Life,SUPPORT,Braum,Victory,34:33,1.0,34,9093,94,686,30147,8146,0.26126126126126126,0.2590246857282038,0.9711711711711715,0.08708052627206841,1119.3873873873872,0.7833826393012119,-20.928828828828827,-0.7631979749264476,-1374.3837837837837,-0.53558292329784,12278.574774774774,1.2600881627912883,1316.3306306306304,0.43777145199293094
2,62972,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3082,DuDu,TOP,Jax,Victory,34:33,6.0,276,14795,41,0,30169,22090,3.2162162162162162,1.4426206584552999,23.553153153153147,0.5266195997985463,2416.649549549549,0.9785627729184453,7.117117117117118,0.6123521676393026,-18.154954954954956,-0.09998910748651571,-1459.467567567568,-0.07457184176944082,2611.707207207208,0.3594490743524302
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,4755,Jiwoo,ADC,Ziggs,Defeat,46:14,4.0,398,18590,47,0,9757,37520,-0.5567567567567568,-0.17046698741848137,92.74774774774772,1.5678060051643605,4271.056756756756,1.392149503216081,8.415315315315318,0.6362683110565952,-137.82882882882882,-0.15047986433683758,-1124.7891891891886,-0.23801313462013737,13977.766666666666,1.4960980666856478
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3327,GIDEON,JUNGLE,Sejuani,Defeat,46:14,2.0,277,14968,99,358,81194,15462,-1.0387387387387386,-0.4260097664930645,68.99099099099098,1.8933071721805437,3270.8270270270277,1.4789718271537282,47.24324324324324,3.04745324875468,88.61081081081079,0.06621840060954774,46264.15315315315,3.133971694382247,1455.6486486486483,0.24978387517552642
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,4796,Fisher,MID,Yone,Defeat,46:14,1.0,441,18800,63,0,44608,26126,-2.2864864864864867,-0.9086073661922595,159.21711711711714,3.1941578286323264,5596.587387387388,2.117093873445581,26.332432432432434,2.162403486025271,-41.88558558558559,-0.12406241144113062,27833.076576576575,2.775419503151718,4438.783783783783,0.5768262641876878
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,738,Lehends,SUPPORT,Alistar,Defeat,46:14,1.0,45,10147,183,5335,32765,6015,0.26126126126126126,0.2590246857282038,11.971171171171171,1.073400772823047,2173.387387387387,1.521005120246436,68.07117117117117,2.4823070805160112,3274.6162162162163,1.2760835411861224,14896.574774774774,1.528760290517782,-814.6693693693696,-0.270934204844975
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,1229,kingen,TOP,Jayce,Defeat,46:14,2.0,362,17114,78,0,32345,20181,-0.7837837837837838,-0.35156301760675374,109.55315315315315,2.449474059589292,4735.649549549549,1.9175847634345538,44.11711711711712,3.7958083100375495,-18.154954954954956,-0.09998910748651571,716.532432432432,0.0366113947040828,702.7072072072078,0.09671354218971316
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3322,Berserker,ADC,Kalista,Victory,46:14,5.0,479,21268,69,0,24875,38143,0.44324324324324316,0.13571158221665502,173.74774774774772,2.93702832594462,6949.056756756756,2.265042696151234,30.41531531531532,2.2996525478622956,-137.82882882882882,-0.15047986433683758,13993.210810810811,2.9610597261183993,14600.766666666666,1.5627803284355095
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,2664,Pyosik,JUNGLE,Wukong,Victory,46:14,1.0,263,15077,94,0,42673,25282,-2.0387387387387386,-0.8361319181039072,54.99099099099098,1.5091077277344003,3379.8270270270277,1.5282584228152187,42.24324324324324,2.7249253019471196,-269.3891891891892,-0.2013131477568494,7743.153153153151,0.5245275478601235,11275.648648648648,1.9348592238874556
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3974,Bulldog,MID,Akali,Victory,46:14,5.0,353,18086,60,0,21960,30941,1.7135135135135133,0.6809185226547192,71.21711711711714,1.4287327662448244,4882.587387387388,1.8469998105802825,23.332432432432434,1.91604529352932,-41.88558558558559,-0.12406241144113062,5185.0765765765755,0.5170381584074171,9253.783783783783,1.2025423606126735
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,1906,Life,SUPPORT,Renata Glasc,Victory,46:14,1.0,43,11775,192,1048,21215,10076,0.26126126126126126,0.2590246857282038,9.971171171171171,0.8940698189046873,3801.387387387387,2.6603309257291925,77.07117117117117,2.8105042209540128,-1012.3837837837837,-0.3945153259342791,3346.5747747747737,0.3434420799597212,3246.3306306306304,1.0796306343942255
3,62970,2025-01-15,LCK Cup 2025,DN Freecs vs NS,3082,DuDu,TOP,Ambessa,Victory,46:14,6.0,399,19732,59,0,57081,32918,3.2162162162162162,1.4426206584552999,146.55315315315315,3.276748652755078,7353.649549549549,2.977679446992627,25.117117117117118,2.16106056123845,-18.154954954954956,-0.09998910748651571,25452.532432432432,1.3005031857928144,13439.707207207208,1.8497059325283862
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,3694,Hype,ADC,Xayah,Defeat,27:35,3.0,261,10442,24,0,5550,12766,-1.5567567567567568,-0.47664555705361783,-44.252252252252276,-0.7480391546738557,-3876.943243243244,-1.2636883369764615,-14.584684684684682,-1.1027243001493645,-137.82882882882882,-0.15047986433683758,-5331.789189189189,-1.1282432923875023,-10776.233333333334,-1.1534247380592586
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4217,HamBak,JUNGLE,Viego,Defeat,27:35,1.0,154,7876,38,0,13379,2982,-2.0387387387387386,-0.8361319181039072,-54.00900900900902,-1.4821593754534295,-3821.1729729729723,-1.7278220850599513,-13.756756756756758,-0.8873877022975586,-269.3891891891892,-0.2013131477568494,-21550.84684684685,-1.45987204789853,-11024.351351351352,-1.8917375455907541
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,3195,Clozer,MID,Taliyah,Defeat,27:35,0.0,280,9789,29,0,4977,10903,-3.2864864864864867,-1.3059888384040041,-1.7828828828828591,-0.03576756959935319,-3414.412612612612,-1.2916142504748716,-7.667567567567566,-0.6296560289288404,-41.88558558558559,-0.12406241144113062,-11797.923423423425,-1.176448700378898,-10784.216216216217,-1.40142423132167
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4865,Pollu,SUPPORT,Rakan,Defeat,27:35,0.0,24,5960,107,848,11804,2934,-0.7387387387387387,-0.7324146286107832,-9.028828828828829,-0.8095742433197304,-2013.6126126126128,-1.4091896878348293,-7.928828828828827,-0.2891354387382232,-1212.3837837837837,-0.47245322503016907,-6064.425225225226,-0.6223613555001845,-3895.6693693693696,-1.2955809100151243
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,2545,Morgan,TOP,Rumble,Defeat,27:35,1.0,258,9948,20,0,14525,11500,-1.7837837837837838,-0.8001089366222671,5.553153153153147,0.1241616896097857,-2430.350450450451,-0.9841106156247102,-13.882882882882882,-1.1944742915597024,-18.154954954954956,-0.09998910748651571,-17103.467567567568,-0.8739057348722916,-7978.292792792792,-1.0980518610080587
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,5919,LazyFeel,ADC,Kaisa,Victory,27:35,7.0,259,13801,21,0,6535,13928,2.443243243243243,0.7480687214869279,-46.252252252252276,-0.7818471132116399,-517.9432432432441,-0.16882342470268263,-17.58468468468468,-1.3295494233501417,-137.82882882882882,-0.15047986433683758,-4346.789189189189,-0.9198105124015612,-9614.233333333334,-1.0290510813123255
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4753,Sponge,JUNGLE,Wukong,Victory,27:35,2.0,195,10487,54,0,20254,6272,-1.0387387387387386,-0.4260097664930645,-13.00900900900902,-0.35700385957543845,-1210.1729729729723,-0.5472046421961727,2.243243243243242,0.1447017274866352,-269.3891891891892,-0.2013131477568494,-14675.846846846849,-0.9941539069536013,-7734.351351351352,-1.327185824891951
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,1504,Ucal,MID,Aurora,Victory,27:35,3.0,274,12691,28,0,4335,17062,-0.28648648648648667,-0.11384442176877016,-7.782882882882859,-0.15613746021668287,-512.4126126126121,-0.19383698095793078,-8.667567567567566,-0.7117754264274908,-41.88558558558559,-0.12406241144113062,-12439.923423423425,-1.2404667515677816,-4625.216216216217,-0.6010534238696478
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4938,Andil,SUPPORT,Poppy,Victory,27:35,0.0,25,6927,82,0,11159,4197,-0.7387387387387387,-0.7324146286107832,-8.028828828828829,-0.7199087663605505,-1046.6126126126128,-0.7324525539884994,-32.92882882882883,-1.200794162177116,-2060.3837837837837,-0.8029099171967425,-6709.425225225226,-0.6885544503755047,-2632.6693693693696,-0.8755456004955208
4,62968,2025-01-15,LCK Cup 2025,OK BRION vs DRX,1613,Rich,TOP,Galio,Victory,27:35,1.0,219,10567,25,0,39821,10382,-1.7837837837837838,-0.8001089366222671,-33.44684684684685,-0.7478304491325292,-1811.3504504504508,-0.7334617962502079,-8.882882882882882,-0.7642775155599394,-18.154954954954956,-0.09998910748651571,8192.532432432432,0.41859938913242034,-9096.292792792792,-1.2519221202840765
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,5919,LazyFeel,ADC,Corki,Defeat,29:02,2.0,263,10737,26,0,7411,12942,-2.556756756756757,-0.7828241266887542,-42.252252252252276,-0.7142311961360716,-3581.943243243244,-1.1675331868958527,-12.584684684684682,-0.9515075513488462,-137.82882882882882,-0.15047986433683758,-3470.7891891891886,-0.7344428826881759,-10600.233333333334,-1.1345867315296025
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4753,Sponge,JUNGLE,Sejuani,Defeat,29:02,0.0,166,8647,36,239,32397,8156,-3.0387387387387386,-1.24625406971475,-42.00900900900902,-1.1528455659281638,-3050.1729729729723,-1.3791985506103253,-15.756756756756758,-1.0163988810205828,-30.38918918918921,-0.022709683903304932,-2532.846846846849,-0.17157712360898025,-5850.351351351352,-1.0038984565647338
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,1504,Ucal,MID,Viktor,Defeat,29:02,0.0,244,9266,15,0,11793,14679,-3.2864864864864867,-1.3059888384040041,-37.78288288288286,-0.7579869133033312,-3937.412612612612,-1.4894562601086965,-21.667567567567566,-1.779327593909945,-41.88558558558559,-0.12406241144113062,-4981.9234234234245,-0.49678041859785077,-7008.216216216217,-0.9107276622457102
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4938,Andil,SUPPORT,Leona,Defeat,29:02,0.0,42,6145,103,0,14926,3560,-0.7387387387387387,-0.7324146286107832,8.971171171171171,0.8044043419455075,-1828.6126126126128,-1.2797208463026981,-11.928828828828827,-0.4350008344884461,-2060.3837837837837,-0.8029099171967425,-2942.4252252252263,-0.3019662513129753,-3269.6693693693696,-1.087392387640404
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,1613,Rich,TOP,Jayce,Defeat,29:02,0.0,256,9948,29,0,30919,13641,-2.7837837837837838,-1.2486548556377806,3.553153153153147,0.07944414403325673,-2430.350450450451,-0.9841106156247102,-4.882882882882882,-0.4201200947601289,-18.154954954954956,-0.09998910748651571,-709.467567567568,-0.036250413756967144,-5837.292792792792,-0.8033861855966511
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,3694,Hype,ADC,Miss Fortune,Victory,29:02,7.0,307,15522,38,0,12237,28662,2.443243243243243,0.7480687214869279,1.7477477477477237,0.029543891695180364,1203.056756756756,0.39213594237775007,-0.5846846846846816,-0.04420705854573685,-137.82882882882882,-0.15047986433683758,1355.2108108108114,0.2867719358013186,5119.766666666666,0.5479897607783044
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4217,HamBak,JUNGLE,Skarner,Victory,29:02,2.0,181,10949,39,0,59491,15861,-1.0387387387387386,-0.4260097664930645,-27.00900900900902,-0.7412033040215817,-748.1729729729723,-0.3383018238878366,-12.756756756756758,-0.8228821129360464,-269.3891891891892,-0.2013131477568494,24561.15315315315,1.663792667047296,1854.6486486486483,0.3182507859836791
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,3195,Clozer,MID,Yone,Victory,29:02,4.0,294,13777,27,0,22796,13458,0.7135135135135133,0.2835370504429745,12.21711711711714,0.24509550850774936,573.5873873873879,0.21697835835819518,-9.667567567567566,-0.7938948239261411,-41.88558558558559,-0.12406241144113062,6021.0765765765755,0.6004012281798577,-8229.216216216217,-1.0693983483796474
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4865,Pollu,SUPPORT,Rell,Victory,29:02,0.0,33,7887,102,0,16451,5159,-0.7387387387387387,-0.7324146286107832,-0.028828828828828534,-0.0025849506871114657,-86.61261261261279,-0.06061424117311487,-12.928828828828827,-0.4714671834260018,-2060.3837837837837,-0.8029099171967425,-1417.4252252252263,-0.1454631975379932,-1670.6693693693696,-0.5556137178685543
5,62967,2025-01-15,LCK Cup 2025,OK BRION vs DRX,2545,Morgan,TOP,KSante,Victory,29:02,5.0,259,13430,32,0,34626,14673,2.2162162162162162,0.9940747394397864,6.553153153153147,0.14652046239805017,1051.6495495495492,0.42583960903121454,-1.8828828828828819,-0.16200202916027107,-18.154954954954956,-0.09998910748651571,2997.532432432432,0.1531596310993527,-4805.292792792792,-0.6613521001110964
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,3694,Hype,ADC,Varus,Defeat,41:20,5.0,342,17613,42,0,14552,35745,0.44324324324324316,0.13571158221665502,36.747747747747724,0.6211831661064036,3294.056756756756,1.0736966841355564,3.4153153153153184,0.2582264390552996,-137.82882882882882,-0.15047986433683758,3670.2108108108114,0.776641870489089,12202.766666666666,1.306112489468947
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4217,HamBak,JUNGLE,Brand,Defeat,41:20,3.0,282,14320,51,0,28368,33325,-0.038738738738738565,-0.015887614882221762,73.99099099099098,2.0305212594827378,2622.8270270270277,1.1859652767991788,-0.7567567567567579,-0.04881504059790113,-269.3891891891892,-0.2013131477568494,-6561.846846846849,-0.4445048894078338,19318.648648648646,3.315008004914955
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,3195,Clozer,MID,Yasuo,Defeat,41:20,5.0,375,17076,27,0,43469,18621,1.7135135135135133,0.6809185226547192,93.21711711711714,1.8700890318416998,3872.587387387388,1.464933979356261,-9.667567567567566,-0.7938948239261411,-41.88558558558559,-0.12406241144113062,26694.076576576575,2.6618423064162995,-3066.2162162162167,-0.39845915713516117
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4865,Pollu,SUPPORT,Nautilus,Defeat,41:20,0.0,39,9309,139,0,30002,9024,-0.7387387387387387,-0.7324146286107832,5.9711711711711715,0.5354079110679678,1335.3873873873872,0.9345462596846734,24.071171171171173,0.8777877272635597,-2060.3837837837837,-0.8029099171967425,12133.574774774774,1.2452075445635031,2194.3306306306304,0.7297674945568359
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,2545,Morgan,TOP,Renekton,Defeat,41:20,4.0,334,15350,36,0,62099,22508,1.2162162162162162,0.5455288204242731,81.55315315315315,1.8234284215178864,2971.649549549549,1.2032963670264403,2.117117117117118,0.18215539163953942,-18.154954954954956,-0.09998910748651571,30470.532432432432,1.5568990868149384,3029.707207207208,0.4169783841711917
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,5919,LazyFeel,ADC,Kalista,Victory,41:20,6.0,346,18392,45,0,22666,27642,1.4432432432432432,0.4418901518517915,40.747747747747724,0.6887990831819719,4073.056756756756,1.3276114702806217,6.415315315315318,0.48505156225607693,-137.82882882882882,-0.15047986433683758,11784.210810810811,2.4936201210534814,4099.766666666666,0.43881495020870737
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4753,Sponge,JUNGLE,Xin Zhao,Victory,41:20,6.0,247,15397,55,0,50175,25696,2.9612612612612614,1.2144788399503064,38.99099099099098,1.0700226483673794,3699.8270270270277,1.6729530155828973,3.243243243243242,0.2092073168481473,-269.3891891891892,-0.2013131477568494,15245.153153153151,1.0327191832592297,11689.648648648648,2.0059000787109524
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,1504,Ucal,MID,Ambessa,Victory,41:20,7.0,351,20347,26,0,58042,33709,3.7135135135135133,1.4756814670782086,69.21711711711714,1.3886094693723812,7143.587387387388,2.7022976763203936,-10.667567567567566,-0.8760142214247915,-41.88558558558559,-0.12406241144113062,41267.076576576575,4.115012181767708,12021.783783783783,1.562247896418356
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,4938,Andil,SUPPORT,Renata Glasc,Victory,41:20,0.0,56,10968,136,480,22402,6935,-0.7387387387387387,-0.7324146286107832,22.97117117117117,2.0597210193740256,2994.387387387387,2.0955668440187596,21.071171171171173,0.7683886804508926,-1580.3837837837837,-0.6158589593666066,4533.574774774774,0.4652578995209695,105.33063063063037,0.0350297577504607
6,62969,2025-01-15,LCK Cup 2025,OK BRION vs DRX,1613,Rich,TOP,Gragas,Victory,41:20,3.0,242,15810,43,0,71428,23750,0.21621621621621623,0.09698290140875966,-10.446846846846853,-0.23357867500244603,3431.649549549549,1.389562048629463,9.117117117117118,0.7844308780392077,-18.154954954954956,-0.09998910748651571,39799.53243243243,2.0335665560527607,4271.707207207208,0.5879147544939233
7,63018,2025-01-16,LCK Cup 2025,BNK FearX vs KT Rolster,2508,deokdam,ADC,Caitlyn,Defeat,27:39,3.0,246,11331,19,0,10308,13563,-1.5567567567567568,-0.47664555705361783,-59.252252252252276,-1.0015988437072372,-2987.943243243244,-0.9739190880894745,-19.58468468468468,-1.48076617215066,-137.82882882882882,-0.15047986433683758,-573.7891891891886,-0.12141774195795099,-9979.233333333334,-1.0681185380357596
7,63018,2025-01-16,LCK Cup 2025,BNK FearX vs KT Rolster,983,Cuzz,JUNGLE,Xin Zhao,Defeat,27:39,2.0,177,9755,47,0,23855,11287,-1.0387387387387386,-0.4260097664930645,-31.00900900900902,-0.850974573863337,-1942.1729729729723,-0.8781935231522378,-4.756756756756758,-0.30683739804394955,-269.3891891891892,-0.2013131477568494,-11074.846846846849,-0.7502192123292103,-2719.3513513513517,-0.4666305424285779
7,63018,2025-01-16,LCK Cup 2025,BNK FearX vs KT Rolster,650,Bdd,MID,Viktor,Defeat,27:39,1.0,229,9677,29,0,14942,25130,-2.2864864864864867,-0.9086073661922595,-52.78288288288286,-1.0589116398466554,-3526.412612612612,-1.3339819466106047,-7.667567567567566,-0.6296560289288404,-41.88558558558559,-0.12406241144113062,-1832.9234234234245,-0.18277287468228193,3442.7837837837833,0.4473946479801518
7,63018,2025-01-16,LCK Cup 2025,BNK FearX vs KT Rolster,4572,Way,SUPPORT,Poppy,Defeat,27:39,2.0,20,6520,82,0,13295,5927,1.2612612612612613,1.2504640000671907,-13.028828828828829,-1.1682361511564499,-1453.6126126126128,-1.0172840053591885,-32.92882882882883,-1.200794162177116,-2060.3837837837837,-0.8029099171967425,-4573.425225225226,-0.4693475501372347,-902.6693693693696,-0.3002003230062775
